"","SAMPLE_ID","SeqLength_R1","percentGC_R1","phred20.21_R1","phred48.49_R1","phred76.77_R1","phred100.101_R1","phredGT30_R1","phredGT35_R1","Adapter50.51_R1","Adapter70.71_R1","Adapter88.89_R1","SeqLength_R2","percentGC_R2","phred20.21_R2","phred48.49_R2","phred76.77_R2","phred100.101_R2","phredGT30_R2","phredGT35_R2","Adapter50.51_R2","Adapter70.71_R2","Adapter88.89_R2","ERCCsumLogErr","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","kmer_content","Adapter90_R1","Adapter90_R2","gene_Unassigned_Read_Type","gene_Unassigned_Singleton","gene_Unassigned_NonSplit","gene_Unassigned_Overlapping_Length"
"R19105","R19105","101","47","41.0","41.0","41.0","41.0",0.963529527418474,0.841046428569456,0.0508220408525197,0.283771663107099,1.52231371719404,"101","48","41.0","41.0","39.0","37.0",0.801437690923665,0.618011469232141,0.0574422165695508,0.290574385386942,1.49463871522678,-14.803850953312,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19105_accepted_hits.sorted.bam",FALSE,148455274,126907798,21547476,0.8549,0.7842,136410514,3371873,0.0241223023326966,0.548425200561203,41195356,5139579,13011242,15769547,0,0,0,0,0,0,0,4.04900008632041e-05,"PASS","PASS","FAIL","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19106","R19106","101","46","41.0","41.0","41.0","41.0",0.96307561344558,0.8372404821207,0.0840880099604895,0.628945835551213,3.90348949196733,"101","47","41.0","41.0","39.0","37.0",0.855218336255486,0.683555635745369,0.0885454215043201,0.617007871495177,3.78868678549876,-19.5289967326981,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19106_accepted_hits.sorted.bam",FALSE,76972924,64936022,12036902,0.8436,0.7508,67223033,1553798,0.0225918812688535,0.425046107778778,15577939,1458061,4301026,15312972,0,0,0,0,0,0,0,6.88152649718297e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19107","R19107","101","52","41.0","41.0","41.0","41.0",0.973605393310934,0.871810422477079,0.339786210804628,1.75195675780074,7.31358888026113,"101","53","41.0","41.0","41.0","41.0",0.922571807100143,0.810308170039342,0.349407369428193,1.73834388934936,7.21460775248061,-12.954975001376,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19107_accepted_hits.sorted.bam",FALSE,179271548,111767301,67504247,0.6235,0.576,113940724,7525990,0.0619592788193809,0.387610746486716,25401428,3167094,12687679,24277142,0,0,0,0,0,0,0,0.000639924653054939,"PASS","PASS","WARN/PASS","PASS","WARN","FAIL","PASS","PASS","FAIL","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19108","R19108","101","50","41.0","41.0","41.0","41.0",0.974755478567775,0.866500439610091,0.358892747379046,1.2374973428291,4.37487779583016,"101","51","41.0","41.0","39.0","39.0",0.865548537952259,0.715799922262859,0.365141299026333,1.21461234986034,4.24759504057634,-9.5443770784636,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19108_accepted_hits.sorted.bam",FALSE,198510002,133758003,64751999,0.6738,0.6189,138352074,6293200,0.0435078162318667,0.35481541680344,27843080,3457429,13879440,33292064,0,0,0,0,0,0,0,0.000249864598313118,"PASS","PASS","WARN/PASS","PASS","WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19109","R19109","101","46","41.0","41.0","41.0","41.0",0.966850474488745,0.838274704569279,0.0655845261998547,0.358135016863418,1.94088211314203,"101","46","41.0","37.0","34.5","34.5",0.688353106279687,0.484247636345563,0.0636028263819764,0.324908980287082,1.71370242355438,-12.2510342043978,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19109_accepted_hits.sorted.bam",FALSE,79073530,63557237,15516293,0.8038,0.7062,66313336,1502425,0.0221545106601399,0.517725027555688,19446379,2186816,4565653,11362363,0,0,0,0,0,0,0,0.000125576077685208,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19110","R19110","101","46","41.0","41.0","41.0","41.0",0.966349745764241,0.8477854637259,0.0822042436307268,0.32578176484608,1.16915934492988,"101","47","41.0","41.0","41.0","39.0",0.915602284543673,0.792276845970654,0.0922261917281746,0.340528434516324,1.17668591818282,-23.0403797315977,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19110_accepted_hits.sorted.bam",FALSE,64278920,54252222,10026698,0.844,0.8034,55664885,1324168,0.0232354799789356,0.405782187954764,12111187,1179045,3076673,13479617,0,0,0,0,0,0,0,3.26970428249518e-05,"PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19111","R19111","101","46","41.0","41.0","41.0","41.0",0.964500556721238,0.822105513951749,0.110022984595539,0.84005236729606,4.44697245283448,"101","46","41.0","41.0","39.0","39.0",0.878607621078681,0.717137010023654,0.114940606906223,0.820713121669343,4.27366894763309,-22.4650319994602,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19111_accepted_hits.sorted.bam",FALSE,107775662,86073349,21702313,0.7986,0.7325,89220431,2135934,0.0233802428544525,0.426458693064703,20499628,1868705,5662654,20038447,0,0,0,0,0,0,0,0.000159368745618213,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19112","R19112","101","46","41.0","41.0","41.0","41.0",0.976511165919475,0.883417076131464,0.146161223817169,0.678556636307506,3.23333047209913,"101","47","41.0","41.0","37.0","37.0",0.79727073787583,0.610291216492259,0.145848217578927,0.655019131166871,3.08035360794113,-10.6144998516922,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19112_accepted_hits.sorted.bam",FALSE,70925104,58724482,12200622,0.828,0.7428,61024530,1299930,0.0208574610995426,0.49533034119115,16567836,1630123,3831683,11418412,0,0,0,0,0,0,0,9.06575849736803e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19113","R19113","101","47","41.0","41.0","41.0","41.0",0.974614668712567,0.888274627681366,0.109077305317836,0.448719808947592,2.12809167426574,"101","48","37.0","32.0","32.0","29.5",0.560362979184852,0.301615993378237,0.0996419272518805,0.374099745723435,1.70682105887279,-9.62881878772398,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19113_accepted_hits.sorted.bam",FALSE,99656844,73369669,26287175,0.7362,0.613,75761931,2273825,0.0291382452936062,0.392179169533463,17809713,1646412,5784323,20171737,0,0,0,0,0,0,0,0.000122405116803398,"PASS","PASS","PASS","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN/PASS","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19114","R19114","101","46","41.0","41.0","41.0","41.0",0.975573139796061,0.889565722469684,0.0710743418295142,0.297547082985286,1.51803895537791,"101","46","41.0","41.0","39.0","39.0",0.894869351430825,0.763195226229611,0.0748878438085541,0.297560811014388,1.48621593886316,-10.7345305167446,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19114_accepted_hits.sorted.bam",FALSE,138402970,119776758,18626212,0.8654,0.8157,122502008,3125504,0.0248791363471403,0.4504946143378,29519202,3044363,6247515,26715124,0,0,0,0,0,0,0,6.92091879719513e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19115","R19115","101","45","41.0","41.0","41.0","41.0",0.964568138168248,0.842043584874265,0.0733522667165544,0.278799222803951,1.21223882749449,"101","45","41.0","41.0","39.0","37.0",0.871754786508087,0.713003487601458,0.0807988802921127,0.286325646310654,1.20555908325733,-21.0775792456648,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19115_accepted_hits.sorted.bam",FALSE,86455406,75397400,11058006,0.8721,0.8169,76497482,1847663,0.0235836311235368,0.370569222519127,15246875,1082355,3177845,21637397,0,0,0,0,0,0,0,3.88932158229145e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN/PASS","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19116","R19116","101","50","41.0","41.0","41.0","41.0",0.956445042851744,0.745616903155411,0.396366764593616,1.25913809273318,3.69831400883486,"101","52","41.0","37.0","34.5","29.5",0.642190554141377,0.353507668442446,0.377208205679691,1.09913618284568,3.17908911931127,-18.7466080184744,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19116_accepted_hits.sorted.bam",FALSE,73721620,38598840,35122780,0.5236,0.452,37714339,2534958,0.0629814230047298,0.356205147513373,8601659,880858,4125963,10539568,0,0,0,0,0,0,0,0.000161364220553268,"PASS","PASS","PASS/WARN","PASS","FAIL","FAIL","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19117","R19117","101","46","41.0","41.0","41.0","41.0",0.964367365468252,0.850278310601124,0.108866124830428,0.365623406874014,1.35400121555838,"101","46","41.0","41.0","39.0","39.0",0.892085317687356,0.751714941771082,0.119628801915362,0.378813946629579,1.36008739695471,-15.2022920390185,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19117_accepted_hits.sorted.bam",FALSE,78670018,65934455,12735563,0.8381,0.7936,66580591,2389123,0.0346401755413978,0.368835872870855,13390309,922854,3575353,18415732,0,0,0,0,0,0,0,4.77210794762093e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19118","R19118","101","45","41.0","41.0","41.0","41.0",0.97532720573586,0.887281241850008,0.0611316084916986,0.390917470309856,2.34373503552751,"101","45","41.0","41.0","39.0","39.0",0.893240822407665,0.765035206590037,0.0620170751462746,0.383160461262061,2.27134928349346,-15.1260245351605,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19118_accepted_hits.sorted.bam",FALSE,87185666,74986524,12199142,0.8601,0.8038,78493537,1588203,0.0198322738741691,0.448596655585535,18770585,2100276,5079526,15892513,0,0,0,0,0,0,0,0.000100636181557474,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19119","R19119","101","48","41.0","41.0","41.0","41.0",0.971054443652473,0.837292572420865,0.194222685279896,1.10001023596122,5.61214431294458,"101","48","41.0","41.0","39.0","37.0",0.85249873346176,0.667636395622924,0.199650911972317,1.06586589105626,5.35223367821276,-8.05738724830042,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19119_accepted_hits.sorted.bam",FALSE,138921980,98954530,39967450,0.7123,0.6313,103553187,2700292,0.0254136808075715,0.371799931614386,21417789,2111578,9018616,25057700,0,0,0,0,0,0,0,0.00027696603043386,"PASS","PASS","PASS/WARN","PASS","WARN","WARN/FAIL","PASS","PASS","FAIL/WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19120","R19120","101","48","41.0","41.0","41.0","41.0",0.974450463272145,0.871193714142086,0.127653510502626,0.992759776929041,5.58094545850049,"101","49","37.0","37.0","32.0","29.5",0.632439943071676,0.385212512957096,0.109291406833919,0.795133802121018,4.43836583743462,-13.5870979233768,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19120_accepted_hits.sorted.bam",FALSE,120628880,85765741,34863139,0.711,0.5925,89291878,2949927,0.0319803694214353,0.384617391426502,20315536,2250650,7921791,22332141,0,0,0,0,0,0,0,0.000155644428972979,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","WARN/PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19121","R19121","101","46","41.0","41.0","41.0","41.0",0.958614375183557,0.824278843479915,0.0955859865774837,0.754864495628516,4.19141669130943,"101","46","41.0","41.0","39.0","37.0",0.8120698923139,0.630203883159938,0.105280812637627,0.759835423429582,4.14932054596707,-17.9560435828223,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19121_accepted_hits.sorted.bam",FALSE,69222490,57346134,11876356,0.8284,0.7505,59317799,1435705,0.0236316410655096,0.483870166132214,15713673,1587909,3680666,11492730,0,0,0,0,0,0,0,6.80935641208774e-05,"PASS","PASS","WARN/FAIL","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19122","R19122","101","49","41.0","41.0","41.0","41.0",0.97298965280878,0.876372971832538,0.159465168273244,1.14352610479115,5.44277317293734,"101","50","41.0","41.0","39.0","37.0",0.813763669159895,0.656664243482494,0.157639098690676,1.08775729604154,5.10455730559537,-10.1003216947712,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19122_accepted_hits.sorted.bam",FALSE,118067790,84752355,33315435,0.7178,0.6346,88739574,2604931,0.0285176541270873,0.419821124253635,20919127,2433963,7733218,18742359,0,0,0,0,0,0,0,0.000213441029350795,"PASS","PASS","PASS","PASS","WARN","FAIL","PASS","PASS","FAIL/WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19123","R19123","101","45","41.0","41.0","41.0","41.0",0.97233640472696,0.886958700474876,0.0887364148531026,0.655719935251843,3.70193812109075,"101","46","41.0","41.0","41.0","39.0",0.904720989971378,0.798998710221723,0.0916909605646769,0.638451012479427,3.57077891002861,-11.6849041447371,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19123_accepted_hits.sorted.bam",FALSE,183919984,153412505,30507479,0.8341,0.7693,157919799,3719065,0.0230084826629319,0.40087692254425,33865892,2382509,8722045,39509079,0,0,0,0,0,0,0,8.66063117428001e-05,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19124","R19124","101","47","41.0","41.0","41.0","41.0",0.977553277011206,0.885996224330808,0.08404706635716,0.435966732732456,2.38657402298111,"101","47","41.0","41.0","39.0","39.0",0.924848679380054,0.810929336375214,0.0868659206630796,0.43087750402684,2.32903681875804,-11.6338621532104,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19124_accepted_hits.sorted.bam",FALSE,60166288,50609486,9556802,0.8412,0.7929,52454088,1437139,0.0266674017275576,0.521805801376441,14675868,1794665,3512049,8142571,0,0,0,0,0,0,0,8.76268442861438e-05,"PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19125","R19125","101","50","41.0","41.0","41.0","41.0",0.974867325234087,0.875623390581869,0.116807762146868,0.512865241423039,2.40631844974907,"101","51","41.0","41.0","41.0","41.0",0.945600049975979,0.855786370678097,0.127003798346924,0.521465644163388,2.3686239195436,-9.36976851376285,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19125_accepted_hits.sorted.bam",FALSE,64927192,47344270,17582922,0.7292,0.6849,49705017,1748452,0.0339812268051353,0.4481835670519,12234580,1893632,4910747,8259186,0,0,0,0,0,0,0,0.000123911078271588,"PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19126","R19126","101","47","41.0","41.0","41.0","41.0",0.976627840270177,0.882746066777149,0.121301380354048,0.694104979693866,3.89711023291753,"101","48","37.0","37.0","32.0","29.5",0.586994765928827,0.34108140363636,0.0978082209380033,0.534921494186634,2.99284901854407,-11.5091135882107,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19126_accepted_hits.sorted.bam",FALSE,118000306,86722981,31277325,0.7349,0.6084,89920649,2272357,0.0246478241527345,0.392107359510858,20939914,2145595,6959588,23358425,0,0,0,0,0,0,0,0.000153534536961327,"PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19127","R19127","101","46","41.0","41.0","41.0","41.0",0.969083489378016,0.863521620962452,0.0646844013024393,0.356109845273166,1.99470969321845,"101","46","41.0","41.0","37.0","37.0",0.773315790170489,0.583077812184534,0.0691129659171186,0.3560992603605,1.92670162933886,-14.2458261368306,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19127_accepted_hits.sorted.bam",FALSE,122816318,105847042,16969276,0.8618,0.7774,110006139,2332593,0.0207639249479868,0.517184283122849,31462609,3427937,6764032,19179848,0,0,0,0,0,0,0,5.05997452404535e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","FAIL/WARN","WARN/FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19128","R19128","101","49","41.0","41.0","41.0","41.0",0.965221875252179,0.814426256742617,0.228050867338513,0.973924106227684,3.76560403336726,"101","50","37.0","32.0","32.0","24.5",0.530898062691767,0.274103159606505,0.201311242914567,0.803608334989043,3.04209224317086,-13.3054510167134,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19128_accepted_hits.sorted.bam",FALSE,101366420,69103291,32263129,0.6817,0.5523,73054704,1923914,0.0256595020196291,0.435806720410094,19492471,2282172,7448931,15503756,0,0,0,0,0,0,0,9.14712147064372e-05,"PASS","PASS/WARN","WARN","PASS","WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19129","R19129","101","47","41.0","41.0","41.0","41.0",0.967076755856415,0.856321044384986,0.0839178028105287,0.392034864158068,1.5608161153722,"101","48","41.0","41.0","39.0","37.0",0.858840711046348,0.696232535627657,0.0889893936011793,0.399693324668261,1.55166574697041,-13.4844644250921,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19129_accepted_hits.sorted.bam",FALSE,111602064,96027359,15574705,0.8604,0.8051,100656576,2432385,0.0235950093628357,0.480758818771653,26235452,3126303,7399857,17809310,0,0,0,0,0,0,0,3.81163625463743e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19130","R19130","101","46","41.0","41.0","41.0","41.0",0.974991150664198,0.860482485274662,0.130504950702829,0.874864984725393,4.53862384423284,"101","47","41.0","41.0","41.0","39.0",0.916617173557478,0.782928924576035,0.132590139023976,0.853487120120981,4.38684809892926,-10.8092989948142,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19130_accepted_hits.sorted.bam",FALSE,74717472,60970871,13746601,0.816,0.7526,64257077,1263317,0.0192812790472536,0.480685331776071,16490565,1964897,4621804,11229096,0,0,0,0,0,0,0,0.000102725406922079,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19131","R19131","101","46","41.0","41.0","41.0","41.0",0.973855286376772,0.862700616613329,0.0644508272986035,0.313179731611017,1.77158112702266,"101","46","41.0","41.0","41.0","39.0",0.926034166904641,0.814580420082381,0.0693202567489128,0.315904235588817,1.73720654412518,-15.1498735179387,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19131_accepted_hits.sorted.bam",FALSE,82473728,69269538,13204190,0.8399,0.795,72134354,1420581,0.0193131976800741,0.497244658406269,18969111,2190642,4292377,12696316,0,0,0,0,0,0,0,6.92705103576019e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19132","R19132","101","46","41.0","41.0","41.0","41.0",0.974134511750947,0.871257081823113,0.169346512271929,1.6409639498796,5.25033462285986,"101","47","37.0","34.5","32.0","29.5",0.552078270873912,0.311139274133416,0.143279017402707,1.31343424110212,4.19049271701328,-10.3135532096702,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19132_accepted_hits.sorted.bam",FALSE,75918304,54795590,21122714,0.7218,0.5893,57756276,1485004,0.0250670478423154,0.518106012377984,18013772,2124065,5037749,9592920,0,0,0,0,0,0,0,8.86543917620363e-05,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","FAIL/WARN","FAIL","WARN/PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19133","R19133","101","47","41.0","41.0","41.0","41.0",0.976687613821051,0.873750256984406,0.102396142128314,0.486897394638352,2.57450452854565,"101","48","41.0","41.0","37.0","34.5",0.783740570359212,0.580553295482804,0.0990466357751658,0.452628455081974,2.36823096011867,-6.28535794790611,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19133_accepted_hits.sorted.bam",FALSE,168502442,133605452,34896990,0.7929,0.7079,141525759,2606723,0.0180856040486419,0.447861375205284,35066714,4295845,11339163,27596421,0,0,0,0,0,0,0,9.31652734841365e-05,"PASS","PASS","FAIL/WARN","PASS","WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19134","R19134","101","48","41.0","41.0","41.0","41.0",0.974943141199799,0.880808886528832,0.131375109387863,0.429346884839662,1.85471556103862,"101","50","37.0","32.0","27.0","24.5",0.461323694231264,0.216889028254303,0.0929730076149974,0.286271947191698,1.22864790879398,-4.63864506380512,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19134_accepted_hits.sorted.bam",FALSE,104856240,69993932,34862308,0.6675,0.5329,72824656,2894439,0.0382260115496626,0.381381543264184,17488928,2084647,7395893,18887308,0,0,0,0,0,0,0,0.000119790075183568,"PASS","PASS/WARN","FAIL/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/PASS","FAIL/WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19135","R19135","101","47","41.0","41.0","41.0","41.0",0.975979982640917,0.884168404142083,0.094512014082719,0.375145540784456,1.84613294324606,"101","47","41.0","41.0","39.0","39.0",0.905145373767844,0.770122175312547,0.0971262422304012,0.369252439475296,1.78978257757218,-5.80499996358862,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19135_accepted_hits.sorted.bam",FALSE,157828612,131469581,26359031,0.833,0.7802,135544357,4268954,0.0305332444347878,0.407261991815163,29893277,3392674,9175442,30939213,0,0,0,0,0,0,0,9.23619046516713e-05,"PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19136","R19136","101","45","41.0","41.0","41.0","41.0",0.971400153278286,0.876695660270068,0.0407241629520536,0.111903920984736,0.327190852241118,"101","46","41.0","41.0","39.0","39.0",0.89144315507038,0.761316142619597,0.045104366969145,0.119382200789937,0.336006084963262,-20.5221043733855,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19136_accepted_hits.sorted.bam",FALSE,103967760,94458970,9508790,0.9085,0.8687,96282202,2223071,0.0225680405961618,0.525992139567554,26910044,1918136,4007291,18325073,0,0,0,0,0,0,0,1.21887574765764e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19137","R19137","101","46","41.0","41.0","41.0","41.0",0.965391627465035,0.863626561940897,0.0697619604875521,0.464747131053319,2.75426716353014,"101","46","41.0","41.0","39.0","39.0",0.861381948925177,0.71647440339571,0.0772798409480354,0.472019070804731,2.74164425663709,-19.0330790288227,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19137_accepted_hits.sorted.bam",FALSE,113848578,97196910,16651668,0.8537,0.7929,99560234,2391927,0.0234612682707138,0.450056989203478,24166716,1536911,5021377,22972009,0,0,0,0,0,0,0,5.37929936363716e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19138","R19138","101","46","41.0","41.0","41.0","41.0",0.969584063076172,0.859922880536586,0.0992816633597356,0.354707239228348,1.12273829887135,"101","47","41.0","37.0","34.5","29.5",0.653196057003447,0.415292822492519,0.0989373338914359,0.332690676205611,1.03077420679488,-11.752313796858,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19138_accepted_hits.sorted.bam",FALSE,131560044,105630773,25929271,0.8029,0.6983,108853391,2652456,0.0237875956406125,0.465163514411489,29185172,2184523,6550206,24821847,0,0,0,0,0,0,0,2.89873227404656e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19139","R19139","101","47","41.0","41.0","41.0","41.0",0.96704146615305,0.861257461542073,0.0816795003303107,0.343198200206955,1.74573845899516,"101","48","41.0","41.0","37.0","37.0",0.789011857681724,0.606311130218408,0.0907172041207456,0.349638059262578,1.70086059412189,-14.2143765731744,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19139_accepted_hits.sorted.bam",FALSE,128760582,105783121,22977461,0.8215,0.7471,104994658,8770796,0.0770954247675221,0.558503350057494,34932618,3353932,9224767,15035520,0,0,0,0,0,0,0,7.37419680368646e-05,"PASS","PASS","WARN/FAIL","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","FAIL","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
