"","SAMPLE_ID","SeqLength_R1","percentGC_R1","phred20.21_R1","phred48.49_R1","phred76.77_R1","phred100.101_R1","phredGT30_R1","phredGT35_R1","Adapter50.51_R1","Adapter70.71_R1","Adapter88.89_R1","SeqLength_R2","percentGC_R2","phred20.21_R2","phred48.49_R2","phred76.77_R2","phred100.101_R2","phredGT30_R2","phredGT35_R2","Adapter50.51_R2","Adapter70.71_R2","Adapter88.89_R2","ERCCsumLogErr","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","kmer_content","Adapter90_R1","Adapter90_R2","gene_Unassigned_Read_Type","gene_Unassigned_Singleton","gene_Unassigned_NonSplit","gene_Unassigned_Overlapping_Length"
"R18997","R18997","101","48","41.0","41.0","41.0","41.0",0.958135761280483,0.842747840446259,0.142882394566229,0.952722706490401,5.2137079885425,"101","48","41.0","41.0","39.0","37.0",0.850425413676752,0.69245899243831,0.156827977083603,0.956370083829564,5.05669966570139,-25.0408958560209,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R18997_accepted_hits.sorted.bam",FALSE,86500510,66756788,19743722,0.7718,0.6965,68182673,2681130,0.0378349719672821,0.389233875817366,14942070,1112086,5017246,17317009,0,0,0,0,0,0,0,0.00014589678672366,"PASS","PASS","WARN/FAIL","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R18998","R18998","101","49","41.0","41.0","41.0","41.0",0.963275782673336,0.854065126902603,0.189006397077365,0.467914994705891,1.64992510124218,"101","51","41.0","37.0","34.5","32.0",0.655759638587587,0.427477678105378,0.193783152706483,0.446579461599546,1.47974451445473,-21.6713397551964,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R18998_accepted_hits.sorted.bam",FALSE,103836168,70077323,33758845,0.6749,0.5857,69737066,4930648,0.0660345380333996,0.406629233167567,17449712,1472421,6089875,17901070,0,0,0,0,0,0,0,9.61620455397774e-05,"PASS","PASS","WARN/FAIL","PASS","FAIL/WARN","WARN","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R18999","R18999","101","46","41.0","41.0","41.0","41.0",0.970922522482544,0.871690293689236,0.080464173536622,0.280075425501126,0.831998954685364,"101","47","41.0","41.0","39.0","39.0",0.892162115853285,0.766557914098898,0.0938004639749748,0.299070394258126,0.84854355081748,-28.7241461742952,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R18999_accepted_hits.sorted.bam",FALSE,60031686,54049662,5982024,0.9004,0.8558,55557578,1679495,0.029342782779965,0.527717482114633,15781852,1702856,3300340,9120825,0,0,0,0,0,0,0,1.70448943508024e-05,"PASS","PASS","WARN/FAIL","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19000","R19000","101","47","41.0","41.0","41.0","41.0",0.967730677941424,0.859483414675128,0.0568862865264582,0.198113001526243,0.60892944697158,"101","48","41.0","41.0","39.0","39.0",0.899320922293445,0.778080026083974,0.0679256795982687,0.214825787284474,0.624879097930296,-25.8849293107583,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19000_accepted_hits.sorted.bam",FALSE,74822954,65964606,8858348,0.8816,0.8428,68880875,1910170,0.0269832151792646,0.537301854353366,19832338,2541790,4861309,9675543,0,0,0,0,0,0,0,1.95640070273106e-05,"PASS","PASS","WARN/FAIL","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19001","R19001","101","48","41.0","41.0","41.0","41.0",0.969675744057349,0.873512675031551,0.100905927390312,0.491448103664775,1.79727515763549,"101","49","37.0","32.0","29.5","29.5",0.525967523510812,0.284997543422698,0.0993097484821086,0.432539961821451,1.5222720349433,-30.7497168219916,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19001_accepted_hits.sorted.bam",FALSE,89714254,65736775,23977479,0.7327,0.5935,69796995,2638823,0.0364298087998399,0.470556162138596,20381080,2651813,7865145,12414709,0,0,0,0,0,0,0,3.88105046445036e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19002","R19002","101","48","41.0","41.0","41.0","41.0",0.976386576537556,0.874101580895288,0.121618705859987,0.953470613536129,4.90553076276291,"101","48","41.0","41.0","39.0","39.0",0.875516149866141,0.735234544131012,0.122492455496339,0.926254595070465,4.75431624020491,-10.1441388166364,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19002_accepted_hits.sorted.bam",FALSE,66266122,54208986,12057136,0.818,0.7235,57371626,1237887,0.02112092280992,0.425357913792284,13268035,1729635,4873804,11321163,0,0,0,0,0,0,0,9.9562595365478e-05,"PASS","PASS","PASS","PASS","WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19003","R19003","101","48","41.0","41.0","41.0","41.0",0.973079695354326,0.845895063446495,0.155733511465963,0.990302220207627,4.49810844530683,"101","49","41.0","41.0","41.0","39.0",0.914778977698961,0.77620906638533,0.158265561643521,0.971923456868665,4.4068359059184,-22.3210514875918,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19003_accepted_hits.sorted.bam",FALSE,36215712,27627302,8588410,0.7629,0.6944,28989445,689931,0.0232461423717264,0.407485592352794,6389108,863372,2335819,6091048,0,0,0,0,0,0,0,0.00012630871163862,"PASS","PASS","PASS","PASS","WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19004","R19004","101","47","41.0","41.0","41.0","41.0",0.972502192095443,0.836041020886142,0.13390473276769,0.702629544785534,3.09048388141194,"101","47","41.0","41.0","41.0","39.0",0.924238334814542,0.804923088184645,0.140738314637567,0.703272392610785,3.05854169579815,-12.3073897787424,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19004_accepted_hits.sorted.bam",FALSE,63934260,51027084,12907176,0.7981,0.7372,52694616,1318357,0.0244081546853568,0.397160155522801,11234486,1245487,3401808,12405261,0,0,0,0,0,0,0,0.000105834837481661,"PASS","PASS","PASS","PASS","WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19005","R19005","101","47","41.0","41.0","41.0","41.0",0.964690343577342,0.858559677402214,0.0998810120171633,0.291800896129391,0.871395501470035,"101","48","41.0","41.0","39.0","37.0",0.810244344955947,0.639005154924406,0.110813284878192,0.302825698912398,0.869543986892633,-22.2572100483969,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19005_accepted_hits.sorted.bam",FALSE,109153880,82693449,26460431,0.7576,0.7032,82670325,4630479,0.0530405080805441,0.381443138599634,17998343,1340744,5392639,22453139,0,0,0,0,0,0,0,4.61709169560776e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19006","R19006","101","48","41.0","41.0","41.0","41.0",0.962012485620516,0.754561338166621,0.332583399961686,1.06297505046672,2.8977763916219,"101","48","41.0","41.0","39.0","37.0",0.880525455126296,0.647993027539725,0.34096452784955,1.03215593585074,2.83036937110071,-18.3210858185475,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19006_accepted_hits.sorted.bam",FALSE,105308022,63082803,42225219,0.599,0.5557,62307851,5647289,0.0831031913112091,0.34144903389478,12673236,1283015,6297456,16862333,0,0,0,0,0,0,0,6.24939044771201e-05,"PASS","PASS","WARN","PASS","WARN/FAIL","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19007","R19007","101","51","41.0","41.0","41.0","41.0",0.967301605412942,0.832797107977446,0.300259905306817,1.02810707876169,3.01710748104433,"101","52","41.0","41.0","39.0","39.0",0.893719687157188,0.729838265307828,0.313594347712433,1.03403324083138,3.01389288669663,-17.7928903361263,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19007_accepted_hits.sorted.bam",FALSE,129814202,65205632,64608570,0.5023,0.4707,61452410,8565813,0.122336909350013,0.412229090685788,16151285,1331499,7710894,13986684,0,0,0,0,0,0,0,7.54119563861327e-05,"PASS","PASS","FAIL","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19008","R19008","101","47","41.0","41.0","41.0","41.0",0.971704932420491,0.872716824399171,0.0907267508090072,0.435155175497312,2.30026366469098,"101","47","41.0","41.0","39.0","37.0",0.8277649918279,0.651707859020659,0.0944419419764711,0.433271172513012,2.25184817144265,-21.9016218622897,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19008_accepted_hits.sorted.bam",FALSE,121178152,106075240,15102912,0.8754,0.8061,111200637,3774447,0.0328283908885859,0.493121029374789,30214276,3239082,9164629,18653535,0,0,0,0,0,0,0,1.52907850580302e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19009","R19009","101","46","41.0","41.0","41.0","41.0",0.970964752749209,0.876376088569214,0.0408421802703467,0.197488904131107,1.03466924440117,"101","48","37.0","32.0","32.0","29.5",0.538884060650587,0.296073081179774,0.0397648719767477,0.175198785739398,0.887081057163848,-17.9265802044599,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19009_accepted_hits.sorted.bam",FALSE,98393376,79789156,18604220,0.8109,0.6719,84030037,1790398,0.0208621408176269,0.558977425537859,28081615,2829138,6823834,12502889,0,0,0,0,0,0,0,1.164462941323e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19010","R19010","101","47","41.0","41.0","41.0","41.0",0.970494627874458,0.869268391653017,0.0588558466348541,0.324767396565829,1.83189448777011,"101","48","41.0","41.0","39.0","39.0",0.887296670939192,0.741522963189967,0.0618791408844864,0.32582763663996,1.81496165473016,-24.202821157234,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19010_accepted_hits.sorted.bam",FALSE,83848934,74704011,9144923,0.8909,0.8328,77694765,2300933,0.028763209241577,0.483044949994279,20217900,2854339,5459873,13322999,0,0,0,0,0,0,0,3.73926075408425e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19011","R19011","101","47","41.0","41.0","41.0","41.0",0.978347542099248,0.901199454087501,0.121626419797835,0.974864354059022,4.69282435746173,"101","48","41.0","41.0","39.0","39.0",0.858772991385974,0.733718307671254,0.125158577224797,0.964743151128256,4.60829853572657,-13.2268914798825,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19011_accepted_hits.sorted.bam",FALSE,54074600,45767146,8307454,0.8464,0.7753,48187310,1071076,0.0217440335946046,0.529996014000142,13783088,2001934,3575164,6645836,0,0,0,0,0,0,0,0.000143509204903865,"PASS","PASS","WARN/PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19012","R19012","101","47","41.0","41.0","41.0","41.0",0.977418383856287,0.890071685436707,0.121922463438548,0.629080286508911,2.6867653401577,"101","48","41.0","41.0","41.0","39.0",0.905980976181283,0.797657253783791,0.125772801081384,0.628572960467206,2.66271141043822,-9.59305980516192,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19012_accepted_hits.sorted.bam",FALSE,74902522,63724404,11178118,0.8508,0.7899,66743991,1410294,0.0206926681132375,0.503846447996093,17893111,2713352,4520277,10386284,0,0,0,0,0,0,0,9.5232181815672e-05,"PASS","PASS","WARN/PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19013","R19013","101","48","41.0","41.0","41.0","41.0",0.975517617467553,0.872583165605961,0.143987393640879,0.796223217902391,3.39280497965288,"101","49","41.0","41.0","41.0","41.0",0.917730177363708,0.814011692625891,0.149736787267995,0.799755569411504,3.37269057688961,-9.42372348698917,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19013_accepted_hits.sorted.bam",FALSE,58997526,49269314,9728212,0.8351,0.7792,53942981,1224341,0.0221932288103454,0.468177312650804,13436253,2134870,5529545,7598401,0,0,0,0,0,0,0,0.000185170672210474,"PASS","PASS","WARN/PASS","PASS","WARN","FAIL","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19014","R19014","101","47","41.0","41.0","41.0","41.0",0.963790501260073,0.833909002084588,0.172380793868362,0.947846365778691,4.74785993921817,"101","48","41.0","41.0","39.0","39.0",0.864701100363001,0.711428949294143,0.181581455024056,0.926615845405068,4.54992827804645,-12.1556800958106,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19014_accepted_hits.sorted.bam",FALSE,95362712,74244616,21118096,0.7785,0.7076,76639872,1795336,0.0228894146618442,0.364101611423678,15236527,1458953,5126623,20024806,0,0,0,0,0,0,0,0.000217831793295152,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19015","R19015","101","50","41.0","41.0","41.0","41.0",0.958587284273312,0.797967903507386,0.218895311617308,1.10051723222482,4.81627246158946,"101","50","41.0","41.0","41.0","39.0",0.885694293257071,0.713641463786808,0.230416201411718,1.07062558168495,4.55946049931669,-9.30281060220208,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19015_accepted_hits.sorted.bam",FALSE,125433020,83971970,41461050,0.6695,0.6058,86246396,3560261,0.0396436201828557,0.385959430641708,18789453,2060166,7926731,19906106,0,0,0,0,0,0,0,0.000248117920197038,"PASS","PASS","PASS","PASS","WARN/FAIL","WARN/FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19016","R19016","101","53","41.0","41.0","41.0","41.0",0.956496612430231,0.763353876319366,0.308114338659284,1.48023350742633,5.58198354879457,"101","54","41.0","41.0","39.0","37.0",0.835730897326536,0.607425707859397,0.331552998430813,1.41876744735811,5.18949065170375,-0.77606343108108,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19016_accepted_hits.sorted.bam",FALSE,259426096,154692973,104733123,0.5963,0.5299,160453102,5691182,0.0342544556031792,0.404529803350469,38167874,4680986,19650267,31852077,0,0,0,0,0,0,0,0.000563143758020161,"PASS","PASS","PASS","PASS","WARN/FAIL","FAIL","PASS","PASS","FAIL","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19017","R19017","101","45","41.0","41.0","41.0","41.0",0.966648633171954,0.860930488152018,0.076264780670047,0.277233784600859,0.978366968881742,"101","45","41.0","41.0","39.0","39.0",0.885814478903053,0.745099937369402,0.0847269218054129,0.2881490437395,0.973620013076397,-12.5923373109274,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19017_accepted_hits.sorted.bam",FALSE,98568434,87562555,11005879,0.8883,0.8341,89714992,2066733,0.0225179141054496,0.487315304854424,23592736,2063888,4351522,18405552,0,0,0,0,0,0,0,3.15775160625711e-05,"PASS","PASS","WARN/FAIL","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19018","R19018","101","45","41.0","41.0","41.0","41.0",0.962987063421412,0.848608373967294,0.0621479824416907,0.327777298866517,1.65648292690837,"101","46","41.0","41.0","39.0","39.0",0.898203627567877,0.768244314161615,0.0707399349685924,0.338100444477067,1.63475695158662,-30.0128754209298,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19018_accepted_hits.sorted.bam",FALSE,70298340,61753434,8544906,0.8784,0.8214,63378834,1460251,0.0225211537146152,0.476029677327878,16276163,1300948,3303210,13311167,0,0,0,0,0,0,0,5.87362021380592e-05,"PASS","PASS","WARN/FAIL","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19019","R19019","101","46","41.0","41.0","41.0","41.0",0.965699053167347,0.859157336338463,0.0699870868434598,0.359583684472956,1.63475502569967,"101","47","37.0","37.0","34.5","29.5",0.622478958409701,0.405206391784757,0.0735423089617778,0.338176987607544,1.46230053934194,-22.9334704967317,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19019_accepted_hits.sorted.bam",FALSE,61036974,49778594,11258380,0.8155,0.6902,51394576,1460976,0.0276409184034252,0.511530518366888,15499299,1499182,3455221,9846150,0,0,0,0,0,0,0,5.85187755910767e-05,"PASS","PASS","WARN/FAIL","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19020","R19020","101","53","41.0","41.0","41.0","41.0",0.974390143565393,0.881385305266876,0.258261546620326,1.58552323903164,6.60545589633314,"101","54","41.0","41.0","37.0","37.0",0.807293491026281,0.611121928771722,0.257770986629744,1.52628919595841,6.26549889864979,-281.683108601602,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19020_accepted_hits.sorted.bam",FALSE,92954992,33335988,59619004,0.3586,0.3111,32963320,7477723,0.184904306251449,0.208927034918144,6625140,292507,17824331,6968327,0,0,0,0,0,0,0,4.83008660949052e-05,"PASS","PASS","WARN","PASS","FAIL","FAIL/WARN","PASS","PASS","FAIL","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19021","R19021","101","49","41.0","41.0","41.0","41.0",0.969023499402748,0.867035634891524,0.0887128374580179,0.568464669137742,2.9083900540584,"101","51","37.0","32.0","27.0","24.5",0.43908390965446,0.200233341896672,0.0788190953956573,0.443044399980092,2.19000472046902,-18.4321084840243,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19021_accepted_hits.sorted.bam",FALSE,269918094,181977038,87941056,0.6742,0.5127,191154145,7471865,0.037617757110461,0.44634128211828,55243598,6304179,21723852,40498231,0,0,0,0,0,0,0,7.17187175245175e-05,"PASS","PASS/WARN","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19022","R19022","101","47","41.0","41.0","41.0","41.0",0.968888051595463,0.86757789762743,0.095363931240723,0.597168929729764,2.89287530645302,"101","48","41.0","41.0","39.0","39.0",0.862284970379184,0.702364150430317,0.102410067252726,0.5979167575786,2.83809426977344,-10.6601761563648,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19022_accepted_hits.sorted.bam",FALSE,103900918,86707245,17193673,0.8345,0.7734,88093533,3269854,0.035789544448478,0.433347323156223,21203002,2350388,5877282,19497753,0,0,0,0,0,0,0,9.18266196456521e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19023","R19023","101","45","41.0","41.0","41.0","41.0",0.965081768020766,0.830806883478945,0.0845463782410448,0.692716980035895,3.83191052292663,"101","45","41.0","41.0","41.0","41.0",0.941537655958618,0.83468315624191,0.089871986918529,0.688279418611512,3.73498230512351,-14.7172346973324,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19023_accepted_hits.sorted.bam",FALSE,37385398,31282287,6103111,0.8368,0.7824,32107050,724325,0.0220619757777431,0.426557007283267,7239607,697575,1621357,7413652,0,0,0,0,0,0,0,0.000119757881885025,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19024","R19024","101","49","41.0","41.0","41.0","41.0",0.970215621969128,0.867713112409123,0.265944521725017,1.12892723660141,3.48935999478301,"101","50","37.0","32.0","32.0","29.5",0.526822210648116,0.282534004219177,0.240416175298356,0.95546604423155,2.87875960404413,-21.3470738523189,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19024_accepted_hits.sorted.bam",FALSE,94859258,62971202,31888056,0.6638,0.5358,63703880,3450933,0.0513877240637987,0.432835536159666,17492840,1690302,5831135,15400242,0,0,0,0,0,0,0,6.25398734567972e-05,"PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19025","R19025","101","47","41.0","41.0","41.0","41.0",0.964260756429829,0.817456228517176,0.141686275314202,1.00192521266714,5.25719463987974,"101","47","41.0","41.0","41.0","39.0",0.921883631589898,0.774016954764828,0.145599702280659,0.978362602231137,5.05740181268882,-13.5662530753007,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19025_accepted_hits.sorted.bam",FALSE,68252200,53267533,14984667,0.7805,0.7187,54778864,1593468,0.0282668455156334,0.393952613505049,11623185,1125659,3503419,13251755,0,0,0,0,0,0,0,0.000197622252420485,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19026","R19026","101","48","41.0","41.0","41.0","41.0",0.977275435785602,0.890509526396598,0.112105685965567,0.534836335782829,2.16514353054041,"101","49","41.0","41.0","41.0","41.0",0.909471866796084,0.801727361841721,0.118293007209186,0.540841001440857,2.15670856122261,-7.64694557017334,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19026_accepted_hits.sorted.bam",FALSE,91428904,77148581,14280323,0.8438,0.7958,81588050,1769383,0.0212264573934276,0.546682227312834,23660942,3517531,6067250,10035256,0,0,0,0,0,0,0,8.65138843584503e-05,"PASS","PASS","WARN/PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19027","R19027","101","48","41.0","41.0","41.0","41.0",0.977504903083419,0.894262954858125,0.181710642462116,1.09238798823469,4.99702209951446,"101","49","41.0","41.0","41.0","41.0",0.923417696335376,0.827070929154315,0.188956256163914,1.09362768936612,4.95992829703284,-7.86179795253091,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19027_accepted_hits.sorted.bam",FALSE,53480632,44199943,9280689,0.8265,0.7624,46674901,931001,0.0195564197061112,0.484360109459092,12011487,1663392,3473772,7650020,0,0,0,0,0,0,0,0.000117137869774159,"PASS","PASS","WARN/PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19028","R19028","101","49","41.0","41.0","41.0","41.0",0.977514441651108,0.889797678244635,0.196585531545187,0.934370205371832,4.18766521248868,"101","49","41.0","41.0","41.0","41.0",0.914821177699318,0.808658451485295,0.2006476791689,0.930509085531545,4.15459036545465,-6.19690647175966,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19028_accepted_hits.sorted.bam",FALSE,86555200,72097727,14457473,0.833,0.7784,76487564,1998271,0.0254602757300091,0.50553067241864,20645995,3268437,6397160,10528650,0,0,0,0,0,0,0,0.00014656595625447,"PASS","PASS","WARN/PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19029","R19029","101","46","41.0","41.0","41.0","41.0",0.975145097750016,0.899714424188557,0.0785950546339279,0.60501022879317,3.33706147130835,"101","46","41.0","41.0","39.0","39.0",0.87885822299439,0.754166412950915,0.0807024292320134,0.589904360074762,3.24715285665429,-11.4926390146488,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19029_accepted_hits.sorted.bam",FALSE,165703810,139851998,25851812,0.844,0.7845,147134923,2446864,0.0163580342839466,0.400709515773705,31481231,3191402,9631225,34259864,0,0,0,0,0,0,0,7.92535717551833e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19030","R19030","101","48","41.0","41.0","41.0","41.0",0.978061909604157,0.898430074767115,0.122260293194291,0.778859691750874,4.27316245154236,"101","48","41.0","41.0","39.0","39.0",0.912188830468643,0.801064338018507,0.124521500208373,0.75710075099632,4.13907656522248,-13.2360732289889,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19030_accepted_hits.sorted.bam",FALSE,132805178,109714492,23090686,0.8261,0.7561,116191975,2522003,0.0212443643325641,0.420834171469524,26356441,3095330,9555490,23621781,0,0,0,0,0,0,0,0.00011951537766423,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19031","R19031","101","47","41.0","41.0","41.0","41.0",0.977577231112421,0.898369218866473,0.101469136420159,0.386109330964547,1.86747517810253,"101","48","41.0","41.0","41.0","39.0",0.921407983653045,0.815063691490269,0.1056726499304,0.382968429623487,1.82970363352346,-10.1755023001874,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19031_accepted_hits.sorted.bam",FALSE,106529930,89737398,16792532,0.8424,0.7935,93350778,2335319,0.0244060430221122,0.442984782217901,22170719,2315310,6406359,19156101,0,0,0,0,0,0,0,8.39846465962606e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19032","R19032","101","47","41.0","41.0","41.0","41.0",0.971108672358148,0.867958299137529,0.065819132016996,0.297649874704156,1.1617299673405,"101","48","41.0","41.0","41.0","39.0",0.911502543049694,0.798845037421032,0.0736196662005989,0.309752979558521,1.1712945932741,-16.8861113098565,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19032_accepted_hits.sorted.bam",FALSE,52945092,48133911,4811181,0.9091,0.868,49744695,1390608,0.0271946760538409,0.56928484272489,15066030,2376900,2986870,6035036,0,0,0,0,0,0,0,2.6217922040511e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","FAIL/WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
